CustomerID,Customer_Lifetime_Value,Coverage,Education,EmploymentStatus,Gender,Income,Location_Geo,Location_Code,Marital_Status,Monthly_Premium_Auto,Months_Since_Last_Claim,Months_Since_Policy_Inception,Number_of_Open_Complaints,Number_of_Policies,Policy_Type,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
10522,6503.397049,Extended,High School or Below,Disabled,F,22081,177795,Suburban,Married,84,1,9,0,6,Special Auto,Special L3,Offer1,Agent,451.670309,Two-Door Car,3
10123,4788.932598,Basic,High School or Below,Employed,M,44279,193716,Suburban,Married,61,19,81,0,7,Corporate Auto,Corporate L3,Offer2,Web,400.294938,Two-Door Car,1
3258,7590.050089,Basic,High School or Below,Disabled,M,10375,289784,Suburban,Married,66,10,95,0,2,Personal Auto,Personal L3,Offer1,Branch,316.8,Two-Door Car,2
736,5414.320958,Basic,Doctor,Unemployed,M,0,195745,Rural,Married,70,14,57,0,4,Special Auto,Special L2,Offer2,Call Center,40.752864,Two-Door Car,2
6720,6803.596768,Premium,High School or Below,Employed,M,43758,28677,Suburban,Married,65,16,29,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,1129.929433,SUV,2
9951,7951.777533,Basic,Bachelor,Employed,F,60214,189726,Suburban,Married,67,1,50,0,1,Personal Auto,Personal L3,Offer2,Branch,10.475529,Two-Door Car,2
6735,2759.978287,Basic,Bachelor,Employed,M,92296,286784,Suburban,Married,69,4,65,0,1,Corporate Auto,Corporate L2,Offer2,Agent,331.2,Two-Door Car,2
5888,4307.464888,Basic,Bachelor,Unemployed,M,0,174797,Suburban,Single,62,27,14,0,3,Personal Auto,Personal L1,Offer3,Branch,434.26667,Two-Door Car,2
4637,21343.46599,Basic,Bachelor,Unemployed,M,0,176762,Suburban,Married,65,31,16,0,2,Special Auto,Special L2,Offer1,Agent,312,Two-Door Car,2
709,24061.11048,Basic,High School or Below,Employed,M,76358,175781,Rural,Divorced,63,31,72,0,2,Personal Auto,Personal L3,Offer2,Agent,78.189401,Four-Door Car,2
4105,5107.163002,Basic,Bachelor,Employed,F,35625,179794,Urban,Married,65,10,56,1,3,Personal Auto,Personal L3,Offer2,Agent,288.572108,Four-Door Car,2
10412,8283.066678,Extended,College,Disabled,M,20545,191719,Suburban,Married,239,29,96,1,1,Personal Auto,Personal L3,Offer1,Call Center,1065.6,Luxury Car,2
6326,2599.310879,Basic,High School or Below,Employed,M,29590,172784,Suburban,Married,66,17,18,0,1,Corporate Auto,Corporate L3,Offer2,Agent,467.503236,Two-Door Car,3
8633,7259.328982,Extended,College,Medical Leave,M,16367,2977,Suburban,Married,94,2,99,0,9,Personal Auto,Personal L3,Offer1,Branch,515.569363,Four-Door Car,2
4531,4772.931526,Extended,High School or Below,Medical Leave,M,15323,192727,Suburban,Married,128,30,61,0,1,Personal Auto,Personal L3,Offer1,Agent,614.4,SUV,2
799,9215.541928,Basic,College,Employed,F,71888,171798,Suburban,Married,115,14,33,0,4,Personal Auto,Personal L3,Offer1,Agent,552,SUV,3
2901,2840.302575,Basic,College,Employed,F,20368,129802,Suburban,Single,65,24,76,0,1,Personal Auto,Personal L3,Offer1,Agent,340.8,Four-Door Car,2
9745,8646.547993,Extended,Bachelor,Employed,M,25964,287767,Suburban,Married,76,21,87,2,2,Corporate Auto,Corporate L3,Offer1,Branch,364.8,Four-Door Car,2
18,8708.018769,Extended,Master,Unemployed,M,0,285787,Suburban,Single,128,7,26,3,7,Corporate Auto,Corporate L3,Offer1,Call Center,1051.2,SUV,2
11156,7995.441263,Basic,High School or Below,Employed,F,66685,133791,Rural,Married,67,35,50,2,2,Personal Auto,Personal L2,Offer2,Call Center,38.763897,Two-Door Car,1
10631,9012.922138,Basic,College,Employed,F,67840,173792,Rural,Married,112,34,56,0,5,Personal Auto,Personal L3,Offer2,Web,83.240006,SUV,3
11121,9080.604474,Basic,High School or Below,Employed,M,69853,19721,Rural,Married,114,15,42,2,3,Personal Auto,Personal L1,Offer1,Call Center,244.278662,SUV,2
10915,3436.134281,Extended,Doctor,Medical Leave,M,22664,176769,Suburban,Married,92,4,7,0,1,Personal Auto,Personal L2,Offer4,Agent,568.58486,Four-Door Car,2
3037,2616.409509,Basic,Bachelor,Disabled,M,22000,189729,Suburban,Married,69,27,36,0,1,Personal Auto,Personal L3,Offer2,Web,383.224514,Two-Door Car,2
5161,17420.56565,Premium,High School or Below,Employed,F,65348,19371,Rural,Married,65,9,92,0,9,Personal Auto,Personal L2,Offer1,Agent,12.252847,SUV,3
9628,3307.99904,Extended,Bachelor,Employed,M,79797,188725,Rural,Divorced,84,27,46,0,1,Corporate Auto,Corporate L2,Offer4,Branch,31.755601,Two-Door Car,2
7374,9415.901707,Extended,High School or Below,Unemployed,M,0,18782,Suburban,Single,133,4,58,0,3,Special Auto,Special L2,Offer2,Agent,1361.993232,Sports Car,3
2920,23706.11337,Extended,High School or Below,Unemployed,F,0,132803,Suburban,Single,96,12,35,1,2,Personal Auto,Personal L1,Offer3,Branch,844.481918,Two-Door Car,2
2889,7462.926263,Extended,College,Employed,F,70263,191739,Rural,Married,93,30,66,0,5,Personal Auto,Personal L2,Offer2,Call Center,7.345946,Two-Door Car,3
411,10656.88195,Extended,Bachelor,Employed,F,72540,185724,Suburban,Married,88,7,3,0,2,Personal Auto,Personal L2,Offer2,Call Center,631.743039,Two-Door Car,2
8255,2953.617963,Basic,Doctor,Employed,F,76474,173797,Suburban,Married,74,4,79,2,1,Personal Auto,Personal L2,Offer4,Web,355.2,Four-Door Car,3
2105,11923.75365,Premium,High School or Below,Employed,F,24581,194724,Suburban,Married,101,2,86,0,2,Personal Auto,Personal L3,Offer1,Branch,484.8,Four-Door Car,2
9034,2859.40857,Basic,Bachelor,Employed,F,51790,189732,Suburban,Married,71,12,43,0,1,Personal Auto,Personal L3,Offer2,Agent,340.8,Four-Door Car,1
8071,6051.799036,Extended,College,Employed,M,20396,183734,Suburban,Married,76,26,2,1,4,Corporate Auto,Corporate L3,Offer1,Web,350.4,Four-Door Car,2
4323,7583.141211,Basic,Bachelor,Employed,F,44667,196734,Urban,Single,65,25,53,0,2,Personal Auto,Personal L2,Offer1,Web,245.661376,Four-Door Car,2
11426,19955.25713,Basic,High School or Below,Employed,F,69096,173778,Rural,Married,99,24,32,0,2,Corporate Auto,Corporate L3,Offer1,Agent,64.669515,Four-Door Car,2
6781,3133.018242,Extended,Bachelor,Unemployed,F,0,203732,Suburban,Single,91,7,14,1,1,Personal Auto,Personal L2,Offer1,Call Center,655.2,Four-Door Car,2
6019,8181.715637,Basic,High School or Below,Unemployed,F,0,168781,Suburban,Single,74,26,34,3,2,Personal Auto,Personal L3,Offer1,Branch,712.619939,Four-Door Car,3
4899,4698.88415,Basic,Master,Employed,F,80358,171795,Urban,Married,116,19,2,0,1,Personal Auto,Personal L3,Offer4,Agent,443.637243,SUV,1
11238,2359.423599,Basic,Bachelor,Disabled,F,19864,223876,Suburban,Divorced,63,22,96,0,1,Personal Auto,Personal L3,Offer1,Web,352.394515,Four-Door Car,2
10930,7780.999262,Basic,Bachelor,Unemployed,M,0,19735,Urban,Married,74,0,52,0,2,Personal Auto,Personal L1,Offer1,Branch,246.489123,Four-Door Car,2
5454,4969.35768,Basic,High School or Below,Employed,F,93416,188733,Suburban,Single,63,18,1,0,3,Personal Auto,Personal L2,Offer2,Web,307.2,Four-Door Car,1
3742,4966.736817,Basic,Bachelor,Unemployed,M,0,18975,Suburban,Single,73,9,83,0,6,Personal Auto,Personal L3,Offer2,Call Center,525.6,Two-Door Car,3
10232,5505.057003,Basic,Master,Employed,M,88768,187729,Urban,Single,68,24,28,0,4,Personal Auto,Personal L3,Offer2,Call Center,174.046849,Four-Door Car,3
2975,7627.660848,Basic,College,Employed,M,93004,175785,Urban,Married,63,31,2,0,2,Corporate Auto,Corporate L3,Offer1,Branch,205.957043,Four-Door Car,2
3281,2647.519741,Basic,College,Employed,M,37876,172761,Urban,Single,69,13,15,0,1,Corporate Auto,Corporate L2,Offer2,Agent,300.056383,Four-Door Car,2
4806,3071.784639,Extended,High School or Below,Employed,F,47528,171785,Urban,Married,77,10,73,1,1,Personal Auto,Personal L3,Offer2,Agent,277.582137,Four-Door Car,2
3282,4697.152892,Basic,High School or Below,Unemployed,F,0,227884,Suburban,Single,67,10,75,0,7,Special Auto,Special L2,Offer2,Branch,482.4,Four-Door Car,2
8291,4330.38602,Premium,College,Employed,M,60475,187727,Suburban,Married,107,9,18,0,1,Personal Auto,Personal L3,Offer2,Branch,513.6,Four-Door Car,2
6842,3372.420457,Extended,High School or Below,Employed,F,93489,128803,Rural,Divorced,84,16,72,0,1,Corporate Auto,Corporate L3,Offer2,Agent,104.280764,Four-Door Car,2
8241,14642.14003,Basic,College,Employed,M,57561,189731,Suburban,Married,62,18,57,1,2,Corporate Auto,Corporate L3,Offer1,Agent,298.430234,Four-Door Car,2
7387,3557.196138,Extended,College,Employed,F,39075,181791,Rural,Married,89,22,50,0,1,Personal Auto,Personal L2,Offer1,Call Center,142.415244,Two-Door Car,2
7224,3188.53073,Extended,High School or Below,Employed,F,81081,187732,Urban,Married,79,20,25,0,1,Personal Auto,Personal L3,Offer2,Agent,224.888004,Two-Door Car,2
3398,8257.014532,Basic,High School or Below,Employed,F,20072,19474,Suburban,Married,70,26,34,0,2,Personal Auto,Personal L3,Offer2,Agent,487.814322,Four-Door Car,2
7360,5037.953998,Basic,High School or Below,Unemployed,M,0,134792,Suburban,Married,68,28,23,1,9,Personal Auto,Personal L2,Offer3,Web,326.4,Four-Door Car,2
4688,5548.031892,Basic,Bachelor,Employed,M,67798,128803,Suburban,Divorced,69,1,78,0,9,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,2
7305,2735.538859,Basic,College,Employed,F,99205,171762,Urban,Married,68,7,21,0,1,Personal Auto,Personal L2,Offer2,Branch,323.246017,Two-Door Car,2
4629,4669.22664,Premium,High School or Below,Employed,F,76157,226872,Suburban,Married,116,15,80,0,1,Personal Auto,Personal L1,Offer2,Call Center,556.8,Two-Door Car,3
11492,2886.451602,Extended,High School or Below,Retired,F,10312,131805,Suburban,Married,78,10,63,0,1,Personal Auto,Personal L3,Offer2,Agent,486.278557,Four-Door Car,1
8792,3593.12645,Extended,College,Disabled,F,18213,192734,Suburban,Divorced,96,12,43,1,1,Corporate Auto,Corporate L2,Offer1,Branch,460.8,Four-Door Car,1
10825,5227.570224,Basic,High School or Below,Employed,F,70988,184728,Suburban,Married,65,3,82,0,7,Personal Auto,Personal L1,Offer3,Web,312,Four-Door Car,2
4533,6288.156817,Extended,High School or Below,Unemployed,M,0,222881,Suburban,Married,84,14,66,0,3,Special Auto,Special L2,Offer4,Web,403.2,Two-Door Car,2
4232,38410.59556,Basic,Bachelor,Employed,F,71644,17978,Suburban,Married,105,19,83,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,504,SUV,2
888,4915.39018,Basic,Bachelor,Disabled,M,18174,191725,Suburban,Married,65,9,0,0,3,Corporate Auto,Corporate L2,Offer4,Branch,433.160284,Four-Door Car,2
1901,6207.171358,Extended,College,Employed,F,49419,29755,Urban,Married,77,3,34,0,4,Personal Auto,Personal L2,Offer2,Web,203.296071,Four-Door Car,2
1310,9192.592887,Basic,High School or Below,Employed,M,37388,172801,Suburban,Married,117,30,21,0,5,Corporate Auto,Corporate L1,Offer4,Branch,561.6,SUV,2
11352,4774.751709,Basic,Bachelor,Unemployed,F,0,19717,Suburban,Married,64,34,47,0,7,Personal Auto,Personal L2,Offer2,Agent,307.2,Four-Door Car,3
9617,4167.419574,Basic,College,Unemployed,F,0,285777,Suburban,Single,117,12,43,0,1,Corporate Auto,Corporate L3,Offer1,Agent,871.2,SUV,3
2689,4165.994433,Basic,High School or Below,Unemployed,F,0,288778,Suburban,Single,64,27,32,3,5,Personal Auto,Personal L1,Offer1,Agent,575.890362,Four-Door Car,3
5975,8390.122077,Extended,High School or Below,Unemployed,F,0,168775,Suburban,Single,78,22,3,0,2,Personal Auto,Personal L3,Offer1,Web,732.340362,Four-Door Car,3
7753,2734.439188,Basic,College,Employed,M,54010,13803,Suburban,Married,69,5,89,0,1,Personal Auto,Personal L2,Offer2,Branch,331.2,Four-Door Car,2
4067,16525.38067,Basic,College,Employed,F,78374,192724,Suburban,Married,65,28,92,0,2,Personal Auto,Personal L3,Offer2,Agent,374.4,Four-Door Car,2
229,5500.01251,Extended,High School or Below,Employed,F,86073,13806,Rural,Married,136,3,32,0,1,Corporate Auto,Corporate L3,Offer4,Agent,333.5671,Sports Car,2
7828,15374.18296,Extended,Bachelor,Employed,F,42570,131791,Urban,Married,128,5,52,0,2,Personal Auto,Personal L2,Offer2,Agent,587.409205,SUV,1
3536,4996.552721,Basic,High School or Below,Employed,M,71600,13796,Rural,Married,63,17,43,0,7,Personal Auto,Personal L2,Offer2,Call Center,46.158117,Two-Door Car,2
239,4692.660787,Extended,Bachelor,Unemployed,F,0,293763,Suburban,Single,126,28,13,0,1,Personal Auto,Personal L2,Offer1,Agent,856.8,Sports Car,2
11018,4982.681374,Basic,High School or Below,Employed,F,52275,186729,Suburban,Married,62,6,88,0,5,Corporate Auto,Corporate L3,Offer3,Branch,374.240783,Four-Door Car,2
6609,6013.038073,Extended,College,Unemployed,F,0,194718,Suburban,Single,84,8,30,0,7,Personal Auto,Personal L1,Offer3,Agent,604.8,Four-Door Car,3
2594,4686.469674,Basic,College,Employed,M,58089,228879,Suburban,Married,118,31,83,0,1,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,2
4247,2439.930981,Basic,College,Employed,F,50876,173769,Urban,Married,61,13,60,0,1,Personal Auto,Personal L2,Offer1,Agent,171.248196,Four-Door Car,2
1725,8558.927723,Premium,College,Employed,M,21733,294769,Suburban,Married,112,7,9,0,3,Personal Auto,Personal L1,Offer3,Agent,682.422936,Four-Door Car,1
3124,12622.83268,Basic,Bachelor,Employed,M,61844,288758,Suburban,Divorced,106,19,74,0,2,Personal Auto,Personal L2,Offer1,Call Center,508.8,Sports Car,3
5633,4803.24007,Basic,College,Employed,F,37313,22889,Urban,Single,62,34,39,0,6,Personal Auto,Personal L2,Offer3,Branch,246.57631,Four-Door Car,2
8283,8291.659086,Basic,High School or Below,Employed,F,85132,28772,Urban,Married,106,0,60,5,3,Personal Auto,Personal L2,Offer1,Web,501.134524,SUV,2
6213,12383.5306,Basic,High School or Below,Employed,F,40602,227882,Urban,Single,105,14,84,0,2,Personal Auto,Personal L3,Offer2,Branch,459.895876,Sports Car,2
4784,10827.87278,Extended,High School or Below,Employed,F,62053,18781,Urban,Married,134,3,89,0,5,Personal Auto,Personal L3,Offer1,Web,614.03209,SUV,2
6604,6715.294284,Extended,College,Unemployed,F,0,172796,Suburban,Married,96,19,55,0,7,Corporate Auto,Corporate L1,Offer1,Agent,470.4,Four-Door Car,2
2799,4834.710493,Basic,College,Employed,F,38713,228877,Suburban,Divorced,66,31,69,4,6,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,2
4918,10978.7834,Extended,Bachelor,Employed,F,92914,194731,Suburban,Married,136,24,55,0,8,Personal Auto,Personal L1,Offer1,Agent,979.2,Sports Car,1
5129,4717.625727,Extended,College,Unemployed,M,0,283772,Suburban,Married,131,0,80,0,1,Personal Auto,Personal L1,Offer2,Agent,628.8,SUV,1
6695,15470.59658,Basic,College,Employed,M,51675,176797,Suburban,Married,197,15,92,0,9,Corporate Auto,Corporate L2,Offer1,Agent,1367.199081,Luxury Car,3
1053,3491.26162,Extended,Master,Employed,F,29673,193733,Urban,Single,92,21,49,2,1,Corporate Auto,Corporate L3,Offer2,Branch,328.348506,Two-Door Car,2
3701,23515.85325,Extended,Doctor,Employed,F,36537,167784,Rural,Single,85,19,4,0,2,Personal Auto,Personal L1,Offer1,Web,165.309001,Four-Door Car,2
4301,4069.776372,Premium,College,Unemployed,F,0,17178,Suburban,Single,65,0,42,0,1,Corporate Auto,Corporate L3,Offer2,Branch,609.801279,Four-Door Car,2
11244,2566.782278,Basic,High School or Below,Employed,F,21375,192732,Suburban,Married,65,14,66,0,1,Corporate Auto,Corporate L3,Offer3,Call Center,312,Four-Door Car,1
3195,2441.394244,Basic,College,Unemployed,F,0,18272,Suburban,Married,65,7,28,0,1,Personal Auto,Personal L3,Offer2,Branch,312,Four-Door Car,2
8504,2771.045031,Basic,College,Employed,F,50071,174793,Rural,Single,65,3,32,0,1,Corporate Auto,Corporate L3,Offer2,Agent,18.918935,Two-Door Car,2
8379,7098.017093,Premium,Bachelor,Unemployed,F,0,284774,Suburban,Single,186,1,12,2,1,Personal Auto,Special L2,Offer1,Agent,1441.843837,SUV,3
8260,9372.843639,Extended,High School or Below,Unemployed,M,0,192743,Suburban,Married,126,19,17,0,4,Personal Auto,Personal L3,Offer3,Branch,604.8,SUV,2
1168,5021.150845,Basic,College,Employed,F,61987,123792,Suburban,Married,125,24,4,0,1,Personal Auto,Personal L3,Offer2,Branch,723.301363,SUV,2
3354,3837.615029,Basic,Bachelor,Unemployed,F,0,191729,Rural,Married,106,15,30,0,1,Personal Auto,Personal L3,Offer3,Agent,117.229971,SUV,2
3190,4743.615503,Basic,College,Employed,M,70082,195734,Suburban,Married,119,17,23,0,1,Personal Auto,Personal L2,Offer1,Web,571.2,SUV,3
1809,7255.577594,Extended,Doctor,Employed,F,39786,167773,Urban,Married,91,2,91,1,9,Personal Auto,Personal L2,Offer1,Web,365.835977,Four-Door Car,2
1415,4140.648654,Extended,College,Unemployed,F,0,193726,Suburban,Divorced,123,5,35,2,1,Corporate Auto,Corporate L3,Offer1,Branch,590.4,SUV,2
9139,24967.75842,Extended,High School or Below,Employed,M,39335,225879,Suburban,Married,201,8,36,0,2,Personal Auto,Personal L1,Offer1,Agent,1254.137899,Luxury SUV,2
4293,4389.945709,Basic,College,Retired,M,10621,28793,Suburban,Married,118,0,92,0,1,Personal Auto,Personal L3,Offer2,Agent,561.6,SUV,2
1608,27934.62373,Basic,High School or Below,Employed,F,76912,192734,Rural,Married,116,0,55,2,2,Corporate Auto,Corporate L3,Offer4,Agent,169.226996,Sports Car,2
2884,8743.852187,Basic,Bachelor,Employed,F,99517,19373,Rural,Divorced,109,2,93,0,3,Personal Auto,Personal L2,Offer2,Agent,239.905208,Four-Door Car,2
5819,7334.328083,Basic,College,Employed,F,87957,191747,Suburban,Divorced,61,31,63,0,2,Personal Auto,Personal L3,Offer3,Agent,308.321335,Four-Door Car,3
4585,2606.186321,Basic,College,Employed,F,27800,223882,Suburban,Single,67,9,78,0,1,Personal Auto,Personal L2,Offer4,Web,321.6,Two-Door Car,2
6757,4652.595489,Basic,Bachelor,Employed,M,47590,177802,Rural,Single,119,14,25,0,1,Special Auto,Special L3,Offer1,Branch,121.327914,SUV,2
117,2833.980142,Basic,Bachelor,Employed,F,94812,288782,Rural,Married,70,11,40,0,1,Personal Auto,Personal L3,Offer2,Branch,121.025058,Four-Door Car,2
8536,13197.92893,Basic,College,Disabled,M,26708,231882,Suburban,Married,108,5,65,0,2,Personal Auto,Personal L3,Offer1,Agent,513.6,SUV,2
4244,13780.48818,Premium,Bachelor,Employed,M,25708,18974,Suburban,Divorced,118,21,44,0,2,Personal Auto,Personal L1,Offer1,Branch,566.4,Four-Door Car,3
924,3571.34607,Basic,Bachelor,Employed,F,73643,169782,Rural,Married,89,7,75,0,1,Personal Auto,Personal L1,Offer1,Agent,74.350893,Four-Door Car,2
11340,3700.420255,Extended,Bachelor,Medical Leave,F,12287,12680,Suburban,Single,99,11,49,0,1,Personal Auto,Personal L3,Offer2,Call Center,712.8,Four-Door Car,3
6454,2570.162134,Basic,Bachelor,Employed,M,58498,289769,Suburban,Married,67,6,1,3,1,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,3
712,7955.774758,Basic,High School or Below,Employed,M,75497,128807,Urban,Single,67,29,31,0,2,Personal Auto,Personal L3,Offer3,Branch,299.635989,Four-Door Car,2
6042,8509.850887,Basic,High School or Below,Medical Leave,F,20815,285762,Urban,Divorced,107,25,66,0,3,Special Auto,Special L1,Offer1,Agent,363.613596,SUV,3
2490,4505.842815,Extended,College,Unemployed,F,0,293774,Suburban,Single,65,17,73,0,1,Personal Auto,Personal L3,Offer2,Web,609.6,Sports Car,2
4932,17788.05705,Basic,College,Employed,F,,189726,Suburban,Married,92,8,33,0,2,Personal Auto,Personal L3,Offer1,Call Center,441.6,Four-Door Car,2
6490,3919.366722,Extended,High School or Below,Employed,F,66676,231867,Suburban,Married,97,0,40,0,1,Corporate Auto,Corporate L3,Offer3,Agent,558.099357,Four-Door Car,3
6986,7196.721128,Basic,High School or Below,Unemployed,M,0,281757,Suburban,Single,107,22,96,0,4,Personal Auto,Personal L2,Offer4,Web,770.4,SUV,2
6684,26413.54751,Extended,High School or Below,Employed,F,24631,282776,Suburban,Married,83,25,87,1,2,Personal Auto,Personal L3,Offer2,Web,398.4,Four-Door Car,1
4516,2409.760898,Basic,Bachelor,Employed,M,59665,295765,Urban,Single,62,33,3,1,1,Personal Auto,Personal L3,Offer1,Agent,167.138119,Two-Door Car,2
6303,18732.2012,Premium,Bachelor,Unemployed,F,0,129796,Suburban,Married,173,26,14,0,1,Personal Auto,Personal L3,Offer1,Agent,1474.267145,SUV,2
2137,3096.511217,Extended,College,Employed,F,21604,192732,Suburban,Divorced,79,14,28,0,1,Corporate Auto,Corporate L3,Offer1,Branch,379.2,Four-Door Car,2
11165,4630.363287,Basic,Bachelor,Employed,M,94804,191729,Suburban,Married,114,14,86,0,1,Personal Auto,Personal L2,Offer2,Branch,542.4,SUV,1
8355,4362.931238,Premium,College,Employed,M,58842,222892,Suburban,Married,110,6,74,0,1,Personal Auto,Personal L2,Offer2,Branch,528,Four-Door Car,2
4157,6941.900812,Extended,High School or Below,Unemployed,M,0,176777,Suburban,Married,96,21,18,0,3,Personal Auto,Personal L3,Offer2,Call Center,460.8,Four-Door Car,3
7585,2347.591802,Basic,High School or Below,Unemployed,M,0,285764,Suburban,Single,69,14,10,1,1,Personal Auto,Personal L3,Offer1,Branch,757.89114,Four-Door Car,2
4797,4966.848441,Basic,College,Unemployed,F,0,125792,Suburban,Single,74,23,31,0,3,Personal Auto,Personal L2,Offer1,Agent,599.375099,Four-Door Car,2
